date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,outcome,days_ago,home_team_norm,away_team_norm
1872-11-30,Scotland,England,0,0,Friendly,Glasgow,Scotland,False,D,1,56084,Scotland,England
1873-03-08,England,Scotland,4,2,Friendly,London,England,False,H,0,55986,England,Scotland
1874-03-07,Scotland,England,2,1,Friendly,Glasgow,Scotland,False,H,0,55622,Scotland,England
1875-03-06,England,Scotland,2,2,Friendly,London,England,False,D,1,55258,England,Scotland
1876-03-04,Scotland,England,3,0,Friendly,Glasgow,Scotland,False,H,0,54894,Scotland,England
1876-03-25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,False,H,0,54873,Scotland,Wales
1877-03-03,England,Scotland,1,3,Friendly,London,England,False,A,2,54530,England,Scotland
1877-03-05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,False,A,2,54528,Wales,Scotland
1878-03-02,Scotland,England,7,2,Friendly,Glasgow,Scotland,False,H,0,54166,Scotland,England
1878-03-23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,False,H,0,54145,Scotland,Wales
1879-01-18,England,Wales,2,1,Friendly,London,England,False,H,0,53844,England,Wales
1879-04-05,England,Scotland,5,4,Friendly,London,England,False,H,0,53767,England,Scotland
1879-04-07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,A,2,53765,Wales,Scotland
1880-03-13,Scotland,England,5,4,Friendly,Glasgow,Scotland,False,H,0,53424,Scotland,England
1880-03-15,Wales,England,2,3,Friendly,Wrexham,Wales,False,A,2,53422,Wales,England
1880-03-27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,False,H,0,53410,Scotland,Wales
1881-02-26,England,Wales,0,1,Friendly,Blackburn,England,False,A,2,53074,England,Wales
1881-03-12,England,Scotland,1,6,Friendly,London,England,False,A,2,53060,England,Scotland
1881-03-14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,False,A,2,53058,Wales,Scotland
1882-02-18,Northern Ireland,England,0,13,Friendly,Belfast,Ireland,False,A,2,52717,Northern Ireland,England
1882-02-25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,False,H,0,52710,Wales,Northern Ireland
1882-03-11,Scotland,England,5,1,Friendly,Glasgow,Scotland,False,H,0,52696,Scotland,England
1882-03-13,Wales,England,5,3,Friendly,Wrexham,Wales,False,H,0,52694,Wales,England
1882-03-25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,False,H,0,52682,Scotland,Wales
1883-02-03,England,Wales,5,0,Friendly,London,England,False,H,0,52367,England,Wales
1883-02-24,England,Northern Ireland,7,0,Friendly,Liverpool,England,False,H,0,52346,England,Northern Ireland
1883-03-10,England,Scotland,2,3,Friendly,Sheffield,England,False,A,2,52332,England,Scotland
1883-03-12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,A,2,52330,Wales,Scotland
1883-03-17,Northern Ireland,Wales,1,1,Friendly,Belfast,Ireland,False,D,1,52325,Northern Ireland,Wales
1884-01-26,Northern Ireland,Scotland,0,5,British Home Championship,Belfast,Ireland,False,A,2,52010,Northern Ireland,Scotland
1884-02-09,Wales,Northern Ireland,6,0,British Home Championship,Wrexham,Wales,False,H,0,51996,Wales,Northern Ireland
1884-02-23,Northern Ireland,England,1,8,British Home Championship,Belfast,Ireland,False,A,2,51982,Northern Ireland,England
1884-03-15,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,False,H,0,51961,Scotland,England
1884-03-17,Wales,England,0,4,British Home Championship,Wrexham,Wales,False,A,2,51959,Wales,England
1884-03-29,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,H,0,51947,Scotland,Wales
1885-02-28,England,Northern Ireland,4,0,British Home Championship,Manchester,England,False,H,0,51611,England,Northern Ireland
1885-03-14,England,Wales,1,1,British Home Championship,Blackburn,England,False,D,1,51597,England,Wales
1885-03-14,Scotland,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,False,H,0,51597,Scotland,Northern Ireland
1885-03-21,England,Scotland,1,1,British Home Championship,London,England,False,D,1,51590,England,Scotland
1885-03-23,Wales,Scotland,1,8,British Home Championship,Wrexham,Wales,False,A,2,51588,Wales,Scotland
1885-04-11,Northern Ireland,Wales,2,8,British Home Championship,Belfast,Ireland,False,A,2,51569,Northern Ireland,Wales
1885-11-28,United States,Canada,0,1,Friendly,Newark,United States,False,A,2,51338,United States,Canada
1886-02-27,Wales,Northern Ireland,5,0,British Home Championship,Wrexham,Wales,False,H,0,51247,Wales,Northern Ireland
1886-03-13,Northern Ireland,England,1,6,British Home Championship,Belfast,Ireland,False,A,2,51233,Northern Ireland,England
1886-03-20,Northern Ireland,Scotland,2,7,British Home Championship,Belfast,Ireland,False,A,2,51226,Northern Ireland,Scotland
1886-03-27,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,D,1,51219,Scotland,England
1886-03-29,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,A,2,51217,Wales,England
1886-04-10,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,H,0,51205,Scotland,Wales
1886-11-25,United States,Canada,3,2,Friendly,Newark,United States,False,H,0,50976,United States,Canada
1887-02-05,England,Northern Ireland,7,0,British Home Championship,Sheffield,England,False,H,0,50904,England,Northern Ireland
1887-02-19,Scotland,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,False,H,0,50890,Scotland,Northern Ireland
1887-02-26,England,Wales,4,0,British Home Championship,London,England,False,H,0,50883,England,Wales
1887-03-12,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Ireland,False,H,0,50869,Northern Ireland,Wales
1887-03-19,England,Scotland,2,3,British Home Championship,Blackburn,England,False,A,2,50862,England,Scotland
1887-03-21,Wales,Scotland,0,2,British Home Championship,Wrexham,Wales,False,A,2,50860,Wales,Scotland
1888-02-04,England,Wales,5,1,British Home Championship,Crewe,England,False,H,0,50540,England,Wales
1888-03-03,Wales,Northern Ireland,11,0,British Home Championship,Wrexham,Wales,False,H,0,50512,Wales,Northern Ireland
1888-03-10,Scotland,Wales,5,1,British Home Championship,Edinburgh,Scotland,False,H,0,50505,Scotland,Wales
1888-03-17,Scotland,England,0,5,British Home Championship,Glasgow,Scotland,False,A,2,50498,Scotland,England
1888-03-24,Northern Ireland,Scotland,2,10,British Home Championship,Belfast,Ireland,False,A,2,50491,Northern Ireland,Scotland
1888-04-07,Northern Ireland,England,1,5,British Home Championship,Belfast,Ireland,False,A,2,50477,Northern Ireland,England
1888-09-19,Scotland,Canada,4,0,Friendly,Glasgow,Scotland,False,H,0,50312,Scotland,Canada
1889-02-23,England,Wales,4,1,British Home Championship,Stoke-on-Trent,England,False,H,0,50155,England,Wales
1889-03-02,England,Northern Ireland,6,1,British Home Championship,Liverpool,England,False,H,0,50148,England,Northern Ireland
1889-03-09,Scotland,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,False,H,0,50141,Scotland,Northern Ireland
1889-04-13,England,Scotland,2,3,British Home Championship,London,England,False,A,2,50106,England,Scotland
1889-04-15,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False,D,1,50104,Wales,Scotland
1889-04-27,Northern Ireland,Wales,1,3,British Home Championship,Belfast,Ireland,False,A,2,50092,Northern Ireland,Wales
1890-02-08,Wales,Northern Ireland,5,2,British Home Championship,Shrewsbury,England,True,H,0,49805,Wales,Northern Ireland
1890-03-15,Northern Ireland,England,1,9,British Home Championship,Belfast,Ireland,False,A,2,49770,Northern Ireland,England
1890-03-15,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,A,2,49770,Wales,England
1890-03-22,Scotland,Wales,5,0,British Home Championship,Paisley,Scotland,False,H,0,49763,Scotland,Wales
1890-03-29,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False,A,2,49756,Northern Ireland,Scotland
1890-04-05,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,D,1,49749,Scotland,England
1891-02-07,Northern Ireland,Wales,7,2,British Home Championship,Belfast,Ireland,False,H,0,49441,Northern Ireland,Wales
1891-03-07,England,Wales,4,1,British Home Championship,Sunderland,England,False,H,0,49413,England,Wales
1891-03-07,England,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,False,H,0,49413,England,Northern Ireland
1891-03-21,Wales,Scotland,3,4,British Home Championship,Wrexham,Wales,False,A,2,49399,Wales,Scotland
1891-03-28,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False,H,0,49392,Scotland,Northern Ireland
1891-04-04,England,Scotland,2,1,British Home Championship,Blackburn,England,False,H,0,49385,England,Scotland
1892-02-27,Wales,Northern Ireland,1,1,British Home Championship,Bangor,Wales,False,D,1,49056,Wales,Northern Ireland
1892-03-05,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,A,2,49049,Northern Ireland,England
1892-03-05,Wales,England,0,2,British Home Championship,Wrexham,Wales,False,A,2,49049,Wales,England
1892-03-19,Northern Ireland,Scotland,2,3,British Home Championship,Belfast,Ireland,False,A,2,49035,Northern Ireland,Scotland
1892-03-26,Scotland,Wales,6,1,British Home Championship,Edinburgh,Scotland,False,H,0,49028,Scotland,Wales
1892-04-02,Scotland,England,1,4,British Home Championship,Glasgow,Scotland,False,A,2,49021,Scotland,England
1893-02-25,England,Northern Ireland,6,1,British Home Championship,Birmingham,England,False,H,0,48692,England,Northern Ireland
1893-03-13,England,Wales,6,0,British Home Championship,Stoke-on-Trent,England,False,H,0,48676,England,Wales
1893-03-18,Wales,Scotland,0,8,British Home Championship,Wrexham,Wales,False,A,2,48671,Wales,Scotland
1893-03-25,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,False,H,0,48664,Scotland,Northern Ireland
1893-04-01,England,Scotland,5,2,British Home Championship,Richmond,England,False,H,0,48657,England,Scotland
1894-02-24,Wales,Northern Ireland,4,1,British Home Championship,Swansea,Wales,False,H,0,48328,Wales,Northern Ireland
1894-03-03,Northern Ireland,England,2,2,British Home Championship,Belfast,Ireland,False,D,1,48321,Northern Ireland,England
1894-03-12,Wales,England,1,5,British Home Championship,Wrexham,Wales,False,A,2,48312,Wales,England
1894-03-24,Scotland,Wales,5,2,British Home Championship,Kilmarnock,Scotland,False,H,0,48300,Scotland,Wales
1894-03-31,Northern Ireland,Scotland,1,2,British Home Championship,Belfast,Ireland,False,A,2,48293,Northern Ireland,Scotland
1894-04-07,Scotland,England,2,2,British Home Championship,Glasgow,Scotland,False,D,1,48286,Scotland,England
1895-03-09,England,Northern Ireland,9,0,British Home Championship,Derby,England,False,H,0,47950,England,Northern Ireland
1895-03-16,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,D,1,47943,Northern Ireland,Wales
1895-03-18,England,Wales,1,1,British Home Championship,London,England,False,D,1,47941,England,Wales
1895-03-23,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,D,1,47936,Wales,Scotland
1895-03-30,Scotland,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,False,H,0,47929,Scotland,Northern Ireland
1895-04-06,England,Scotland,3,0,British Home Championship,Liverpool,England,False,H,0,47922,England,Scotland
1896-02-29,Wales,Northern Ireland,6,1,British Home Championship,Wrexham,Wales,False,H,0,47593,Wales,Northern Ireland
1896-03-07,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,A,2,47586,Northern Ireland,England
1896-03-16,Wales,England,1,9,British Home Championship,Cardiff,Wales,False,A,2,47577,Wales,England
1896-03-21,Scotland,Wales,4,0,British Home Championship,Dundee,Scotland,False,H,0,47572,Scotland,Wales
1896-03-28,Northern Ireland,Scotland,3,3,British Home Championship,Belfast,Ireland,False,D,1,47565,Northern Ireland,Scotland
1896-04-04,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False,H,0,47558,Scotland,England
1897-02-20,England,Northern Ireland,6,0,British Home Championship,Nottingham,England,False,H,0,47236,England,Northern Ireland
1897-03-06,Northern Ireland,Wales,4,3,British Home Championship,Belfast,Ireland,False,H,0,47222,Northern Ireland,Wales
1897-03-20,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,D,1,47208,Wales,Scotland
1897-03-27,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,False,H,0,47201,Scotland,Northern Ireland
1897-03-29,England,Wales,4,0,British Home Championship,Sheffield,England,False,H,0,47199,England,Wales
1897-04-03,England,Scotland,1,2,British Home Championship,London,England,False,A,2,47194,England,Scotland
1898-02-19,Wales,Northern Ireland,0,1,British Home Championship,Llandudno,Wales,False,A,2,46872,Wales,Northern Ireland
1898-03-05,Northern Ireland,England,2,3,British Home Championship,Belfast,Ireland,False,A,2,46858,Northern Ireland,England
1898-03-19,Scotland,Wales,5,2,British Home Championship,Motherwell,Scotland,False,H,0,46844,Scotland,Wales
1898-03-26,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,A,2,46837,Northern Ireland,Scotland
1898-03-28,Wales,England,0,3,British Home Championship,Wrexham,Wales,False,A,2,46835,Wales,England
1898-04-02,Scotland,England,1,3,British Home Championship,Glasgow,Scotland,False,A,2,46830,Scotland,England
1899-02-18,England,Northern Ireland,13,2,British Home Championship,Sunderland,England,False,H,0,46508,England,Northern Ireland
1899-03-04,Northern Ireland,Wales,1,0,British Home Championship,Belfast,Ireland,False,H,0,46494,Northern Ireland,Wales
1899-03-18,Wales,Scotland,0,6,British Home Championship,Wrexham,Wales,False,A,2,46480,Wales,Scotland
1899-03-20,England,Wales,4,0,British Home Championship,Bristol,England,False,H,0,46478,England,Wales
1899-03-25,Scotland,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,False,H,0,46473,Scotland,Northern Ireland
1899-04-08,England,Scotland,2,1,British Home Championship,Birmingham,England,False,H,0,46459,England,Scotland
1900-02-03,Scotland,Wales,5,2,British Home Championship,Aberdeen,Scotland,False,H,0,46158,Scotland,Wales
1900-02-24,Wales,Northern Ireland,2,0,British Home Championship,Llandudno,Wales,False,H,0,46137,Wales,Northern Ireland
1900-03-03,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,A,2,46130,Northern Ireland,Scotland
1900-03-17,Northern Ireland,England,0,2,British Home Championship,Dublin,Ireland,False,A,2,46116,Northern Ireland,England
1900-03-26,Wales,England,1,1,British Home Championship,Cardiff,Wales,False,D,1,46107,Wales,England
1900-04-07,Scotland,England,4,1,British Home Championship,Glasgow,Scotland,False,H,0,46095,Scotland,England
1901-02-23,Scotland,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,False,H,0,45773,Scotland,Northern Ireland
1901-03-02,Wales,Scotland,1,1,British Home Championship,Wrexham,Wales,False,D,1,45766,Wales,Scotland
1901-03-09,England,Northern Ireland,3,0,British Home Championship,Southampton,England,False,H,0,45759,England,Northern Ireland
1901-03-18,England,Wales,6,0,British Home Championship,Newcastle,England,False,H,0,45750,England,Wales
1901-03-23,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False,A,2,45745,Northern Ireland,Wales
1901-03-30,England,Scotland,2,2,British Home Championship,London,England,False,D,1,45738,England,Scotland
1902-02-22,Wales,Northern Ireland,0,3,British Home Championship,Cardiff,Wales,False,A,2,45409,Wales,Northern Ireland
1902-03-01,Northern Ireland,Scotland,1,5,British Home Championship,Belfast,Ireland,False,A,2,45402,Northern Ireland,Scotland
1902-03-03,Wales,England,0,0,British Home Championship,Wrexham,Wales,False,D,1,45400,Wales,England
1902-03-15,Scotland,Wales,5,1,British Home Championship,Greenock,Scotland,False,H,0,45388,Scotland,Wales
1902-03-22,Northern Ireland,England,0,1,British Home Championship,Belfast,Ireland,False,A,2,45381,Northern Ireland,England
1902-05-03,England,Scotland,2,2,British Home Championship,Birmingham,England,False,D,1,45339,England,Scotland
1902-07-20,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False,A,2,45261,Uruguay,Argentina
1902-10-12,Austria,Hungary,5,0,Friendly,Vienna,Austria,False,H,0,45177,Austria,Hungary
1903-02-14,England,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,False,H,0,45052,England,Northern Ireland
1903-03-02,England,Wales,2,1,British Home Championship,Portsmouth,England,False,H,0,45036,England,Wales
1903-03-09,Wales,Scotland,0,1,British Home Championship,Cardiff,Wales,False,A,2,45029,Wales,Scotland
1903-03-21,Scotland,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,False,A,2,45017,Scotland,Northern Ireland
1903-03-28,Northern Ireland,Wales,2,0,British Home Championship,Belfast,Ireland,False,H,0,45010,Northern Ireland,Wales
1903-04-04,England,Scotland,1,2,British Home Championship,Sheffield,England,False,A,2,45003,England,Scotland
1903-04-05,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False,H,0,45002,Hungary,Czechoslovakia
1903-06-11,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,H,0,44935,Hungary,Austria
1903-09-13,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False,A,2,44841,Argentina,Uruguay
1903-10-11,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,H,0,44813,Austria,Hungary
1904-02-29,Wales,England,2,2,British Home Championship,Wrexham,Wales,False,D,1,44672,Wales,England
1904-03-12,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False,A,2,44660,Northern Ireland,England
1904-03-12,Scotland,Wales,1,1,British Home Championship,Dundee,Scotland,False,D,1,44660,Scotland,Wales
1904-03-21,Wales,Northern Ireland,0,1,British Home Championship,Bangor,Wales,False,A,2,44651,Wales,Northern Ireland
1904-03-26,Northern Ireland,Scotland,1,1,British Home Championship,Dublin,Ireland,False,D,1,44646,Northern Ireland,Scotland
1904-04-09,Scotland,England,0,1,British Home Championship,Glasgow,Scotland,False,A,2,44632,Scotland,England
1904-05-01,Belgium,France,3,3,Évence Coppée Trophy,Brussels,Belgium,False,D,1,44610,Belgium,France
1904-06-02,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False,H,0,44578,Hungary,Austria
1904-10-09,Austria,Hungary,5,4,Friendly,Vienna,Austria,False,H,0,44449,Austria,Hungary
1905-02-12,France,Switzerland,1,0,Friendly,Paris,France,False,H,0,44323,France,Switzerland
1905-02-25,England,Northern Ireland,1,1,British Home Championship,Middlesbrough,England,False,D,1,44310,England,Northern Ireland
1905-03-06,Wales,Scotland,3,1,British Home Championship,Wrexham,Wales,False,H,0,44301,Wales,Scotland
1905-03-18,Scotland,Northern Ireland,4,0,British Home Championship,Glasgow,Scotland,False,H,0,44289,Scotland,Northern Ireland
1905-03-27,England,Wales,3,1,British Home Championship,Liverpool,England,False,H,0,44280,England,Wales
1905-04-01,England,Scotland,1,0,British Home Championship,London,England,False,H,0,44275,England,Scotland
1905-04-08,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,D,1,44268,Northern Ireland,Wales
1905-04-09,Hungary,Austria,0,0,Friendly,Budapest,Hungary,False,D,1,44267,Hungary,Austria
1905-04-17,Guernsey,Alderney,6,0,Muratti Vase,Guernsey,Guernsey,False,H,0,44259,Guernsey,Alderney
1905-04-27,Jersey,Guernsey,0,1,Muratti Vase,Jersey,Jersey,False,A,2,44249,Jersey,Guernsey
1905-04-30,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,2,44246,Belgium,Netherlands
1905-05-07,Belgium,France,7,0,Friendly,Brussels,Belgium,False,H,0,44239,Belgium,France
1905-05-14,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False,H,0,44232,Netherlands,Belgium
1905-07-21,Guyana,Trinidad and Tobago,1,4,Friendly,Georgetown,British Guiana,False,A,2,44164,Guyana,Trinidad and Tobago
1905-08-15,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False,D,1,44139,Argentina,Uruguay
1906-02-17,Northern Ireland,England,0,5,British Home Championship,Belfast,Ireland,False,A,2,43953,Northern Ireland,England
1906-03-03,Scotland,Wales,0,2,British Home Championship,Edinburgh,Scotland,False,A,2,43939,Scotland,Wales
1906-03-17,Northern Ireland,Scotland,0,1,British Home Championship,Dublin,Ireland,False,A,2,43925,Northern Ireland,Scotland
1906-03-19,Wales,England,0,1,British Home Championship,Cardiff,Wales,False,A,2,43923,Wales,England
1906-03-29,Jersey,Guernsey,1,2,Muratti Vase,Jersey,Jersey,False,A,2,43913,Jersey,Guernsey
1906-04-01,Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,False,D,1,43910,Hungary,Czechoslovakia
1906-04-02,Wales,Northern Ireland,4,4,British Home Championship,Wrexham,Wales,False,D,1,43909,Wales,Northern Ireland
1906-04-02,Guernsey,Alderney,1,0,Muratti Vase,Guernsey,Guernsey,False,H,0,43909,Guernsey,Alderney
1906-04-07,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False,H,0,43904,Scotland,England
1906-04-22,France,Belgium,0,5,Friendly,Saint-Cloud,France,False,A,2,43889,France,Belgium
1906-04-29,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False,H,0,43882,Belgium,Netherlands
1906-05-13,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False,A,2,43868,Netherlands,Belgium
1906-07-09,Argentina,South Africa,0,1,Friendly,Buenos Aires,Argentina,False,A,2,43811,Argentina,South Africa
1906-08-15,Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,False,A,2,43774,Uruguay,Argentina
1906-10-07,Czechoslovakia,Hungary,4,4,Friendly,Prague,Bohemia,False,D,1,43721,Czechoslovakia,Hungary
1906-10-21,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False,H,0,43707,Argentina,Uruguay
1906-11-04,Hungary,Austria,3,1,Friendly,Budapest,Hungary,False,H,0,43693,Hungary,Austria
1907-02-16,England,Northern Ireland,1,0,British Home Championship,Liverpool,England,False,H,0,43589,England,Northern Ireland
1907-02-23,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Ireland,False,A,2,43582,Northern Ireland,Wales
1907-03-04,Wales,Scotland,1,0,British Home Championship,Wrexham,Wales,False,H,0,43573,Wales,Scotland
1907-03-16,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False,H,0,43561,Scotland,Northern Ireland
1907-03-18,England,Wales,1,1,British Home Championship,London,England,False,D,1,43559,England,Wales
1907-03-21,Alderney,Jersey,1,2,Muratti Vase,Guernsey,Guernsey,True,A,2,43556,Alderney,Jersey
1907-04-04,Jersey,Guernsey,2,3,Muratti Vase,Jersey,Jersey,False,A,2,43542,Jersey,Guernsey
1907-04-06,England,Scotland,1,1,British Home Championship,Newcastle,England,False,D,1,43540,England,Scotland
1907-04-07,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False,H,0,43539,Hungary,Czechoslovakia
1907-04-14,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False,A,2,43532,Belgium,Netherlands
1907-04-21,Belgium,France,1,2,Friendly,Brussels,Belgium,False,A,2,43525,Belgium,France
1907-05-05,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,H,0,43511,Austria,Hungary
1907-05-09,Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,False,A,2,43507,Netherlands,Belgium
1907-10-06,Czechoslovakia,Hungary,5,3,Friendly,Prague,Bohemia,False,H,0,43357,Czechoslovakia,Hungary
1907-11-03,Hungary,Austria,4,1,Friendly,Budapest,Hungary,False,H,0,43329,Hungary,Austria
1908-02-15,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False,A,2,43225,Northern Ireland,England
1908-03-07,Scotland,Wales,2,1,British Home Championship,Dundee,Scotland,False,H,0,43204,Scotland,Wales
1908-03-08,Switzerland,France,1,2,Friendly,Geneva,Switzerland,False,A,2,43203,Switzerland,France
1908-03-14,Northern Ireland,Scotland,0,5,British Home Championship,Dublin,Ireland,False,A,2,43197,Northern Ireland,Scotland
1908-03-16,Wales,England,1,7,British Home Championship,Wrexham,Wales,False,A,2,43195,Wales,England
1908-03-29,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,2,43182,Belgium,Netherlands
1908-04-02,Guernsey,Alderney,3,0,Muratti Vase,Jersey,Jersey,True,H,0,43178,Guernsey,Alderney
1908-04-04,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,D,1,43176,Scotland,England
1908-04-05,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False,H,0,43175,Hungary,Czechoslovakia
1908-04-05,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False,H,0,43175,Switzerland,Germany
1908-04-09,Guernsey,Jersey,0,4,Muratti Vase,Guernsey,Guernsey,False,A,2,43171,Guernsey,Jersey
1908-04-11,Wales,Northern Ireland,0,1,British Home Championship,Aberdare,Wales,False,A,2,43169,Wales,Northern Ireland
1908-04-12,France,Belgium,1,2,Friendly,Colombes,France,False,A,2,43168,France,Belgium
1908-04-26,Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False,H,0,43154,Netherlands,Belgium
1908-05-03,Austria,Hungary,4,0,Friendly,Vienna,Austria,False,H,0,43147,Austria,Hungary
1908-05-10,Netherlands,France,4,1,Friendly,Rotterdam,Netherlands,False,H,0,43140,Netherlands,France
1908-06-06,Austria,England,1,6,Friendly,Vienna,Austria,False,A,2,43113,Austria,England
1908-06-07,Austria,Germany,3,2,Friendly,Vienna,Austria,False,H,0,43112,Austria,Germany
1908-06-08,Austria,England,1,11,Friendly,Vienna,Austria,False,A,2,43111,Austria,England
1908-06-10,Hungary,England,0,7,Friendly,Budapest,Hungary,False,A,2,43109,Hungary,England
1908-06-13,Czechoslovakia,England,0,4,Friendly,Prague,Bohemia,False,A,2,43106,Czechoslovakia,England
1908-07-12,Sweden,Norway,11,3,Friendly,Gothenburg,Sweden,False,H,0,43077,Sweden,Norway
1908-08-15,Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,False,D,1,43043,Uruguay,Argentina
1908-09-13,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False,H,0,43014,Argentina,Uruguay
1908-10-04,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,A,2,42993,Argentina,Uruguay
1908-10-22,France,Denmark,1,17,Olympic Games,London,England,True,A,2,42975,France,Denmark
1908-10-23,Netherlands,Sweden,2,0,Olympic Games,London,England,True,H,0,42974,Netherlands,Sweden
1908-10-25,Netherlands,Sweden,5,3,Friendly,The Hague,Netherlands,False,H,0,42972,Netherlands,Sweden
1908-10-26,Belgium,Sweden,2,1,Friendly,Brussels,Belgium,False,H,0,42971,Belgium,Sweden
1908-11-01,Hungary,Austria,5,3,Friendly,Budapest,Hungary,False,H,0,42965,Hungary,Austria
1909-02-13,England,Northern Ireland,4,0,British Home Championship,Bradford,England,False,H,0,42861,England,Northern Ireland
1909-03-01,Wales,Scotland,3,2,British Home Championship,Wrexham,Wales,False,H,0,42845,Wales,Scotland
1909-03-15,England,Wales,2,0,British Home Championship,Nottingham,England,False,H,0,42831,England,Wales
1909-03-15,Scotland,Northern Ireland,5,0,British Home Championship,Glasgow,Scotland,False,H,0,42831,Scotland,Northern Ireland
1909-03-18,Guernsey,Jersey,3,0,Muratti Vase,Guernsey,Guernsey,False,H,0,42828,Guernsey,Jersey
1909-03-20,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Ireland,False,A,2,42826,Northern Ireland,Wales
1909-03-21,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,2,42825,Belgium,Netherlands
1909-03-25,Guernsey,Alderney,2,0,Muratti Vase,Jersey,Jersey,True,H,0,42821,Guernsey,Alderney
1909-04-03,England,Scotland,2,0,British Home Championship,London,England,False,H,0,42812,England,Scotland
1909-04-04,Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,False,H,0,42811,Germany,Switzerland
