date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,outcome,days_ago,home_team_norm,away_team_norm
2005-11-16,Mexico,Bulgaria,0,3,Friendly,Houston,United States,True,A,2,7521,Mexico,Bulgaria
2005-11-16,Luxembourg,Canada,0,1,Friendly,Hesperange,Luxembourg,False,A,2,7521,Luxembourg,Canada
2005-11-16,Libya,DR Congo,2,1,Friendly,Paris,France,True,H,0,7521,Libya,DR Congo
2005-11-16,Australia,Uruguay,1,0,FIFA World Cup qualification,Sydney,Australia,False,H,0,7521,Australia,Uruguay
2005-11-16,Japan,Angola,1,0,Friendly,Tokyo,Japan,False,H,0,7521,Japan,Angola
2005-11-16,Bahrain,Trinidad and Tobago,0,1,FIFA World Cup qualification,Riffa,Bahrain,False,A,2,7521,Bahrain,Trinidad and Tobago
2005-11-16,Cyprus,Wales,1,0,Friendly,Limassol,Cyprus,False,H,0,7521,Cyprus,Wales
2005-11-16,Czech Republic,Norway,1,0,FIFA World Cup qualification,Prague,Czech Republic,False,H,0,7521,Czech Republic,Norway
2005-11-16,South Korea,Serbia,2,0,Friendly,Seoul,South Korea,False,H,0,7521,South Korea,Serbia
2005-11-16,Georgia,Jordan,3,2,Friendly,Tbilisi,Georgia,False,H,0,7521,Georgia,Jordan
2005-11-16,Greece,Hungary,2,1,Friendly,Piraeus,Greece,False,H,0,7521,Greece,Hungary
2005-11-16,Ivory Coast,Italy,1,1,Friendly,Geneva,Switzerland,True,D,1,7521,Ivory Coast,Italy
2005-11-16,Egypt,Tunisia,1,2,Friendly,Cairo,Egypt,False,A,2,7521,Egypt,Tunisia
2005-11-18,Guinea,Guinea-Bissau,2,2,Amílcar Cabral Cup,Conakry,Guinea,False,D,1,7519,Guinea,Guinea-Bissau
2005-11-20,Guinea-Bissau,Sierra Leone,1,1,Amílcar Cabral Cup,Conakry,Guinea,True,D,1,7517,Guinea-Bissau,Sierra Leone
2005-11-22,Guinea,Sierra Leone,1,0,Amílcar Cabral Cup,Conakry,Guinea,False,H,0,7515,Guinea,Sierra Leone
2005-11-24,Sudan,Ethiopia,1,5,Friendly,Khartoum,Sudan,False,A,2,7513,Sudan,Ethiopia
2005-11-26,Kuwait,Iraq,0,0,Friendly,Kuwait City,Kuwait,False,D,1,7511,Kuwait,Iraq
2005-11-26,Rwanda,Zanzibar,0,1,CECAFA Cup,Kigali,Rwanda,False,A,2,7511,Rwanda,Zanzibar
2005-11-27,Djibouti,Somalia,1,2,CECAFA Cup,Kigali,Rwanda,True,A,2,7510,Djibouti,Somalia
2005-11-27,Ethiopia,Uganda,0,0,CECAFA Cup,Kigali,Rwanda,True,D,1,7510,Ethiopia,Uganda
2005-11-28,Burundi,Tanzania,1,2,CECAFA Cup,Kigali,Rwanda,True,A,2,7509,Burundi,Tanzania
2005-11-28,Eritrea,Zanzibar,0,3,CECAFA Cup,Kigali,Rwanda,True,A,2,7509,Eritrea,Zanzibar
2005-11-29,Somalia,Sudan,1,4,CECAFA Cup,Kigali,Rwanda,True,A,2,7508,Somalia,Sudan
2005-11-30,Djibouti,Uganda,1,6,CECAFA Cup,Kigali,Rwanda,True,A,2,7507,Djibouti,Uganda
2005-11-30,Rwanda,Eritrea,3,2,CECAFA Cup,Kigali,Rwanda,False,H,0,7507,Rwanda,Eritrea
2005-11-30,Burundi,Zanzibar,1,2,CECAFA Cup,Kigali,Rwanda,True,A,2,7507,Burundi,Zanzibar
2005-12-01,Iraq,Palestine,4,0,Friendly,Al Rayyan,Qatar,True,H,0,7506,Iraq,Palestine
2005-12-01,Ethiopia,Sudan,3,1,CECAFA Cup,Kigali,Rwanda,True,H,0,7506,Ethiopia,Sudan
2005-12-01,Somalia,Uganda,0,7,CECAFA Cup,Kigali,Rwanda,True,A,2,7506,Somalia,Uganda
2005-12-02,Burundi,Eritrea,0,0,CECAFA Cup,Kigali,Rwanda,True,D,1,7505,Burundi,Eritrea
2005-12-02,Tanzania,Zanzibar,1,1,CECAFA Cup,Kigali,Rwanda,True,D,1,7505,Tanzania,Zanzibar
2005-12-02,United Arab Emirates,Libya,1,1,Friendly,Sharjah,United Arab Emirates,False,D,1,7505,United Arab Emirates,Libya
2005-12-03,Djibouti,Ethiopia,0,6,CECAFA Cup,Kigali,Rwanda,True,A,2,7504,Djibouti,Ethiopia
2005-12-03,Oman,Syria,1,3,Friendly,Doha,Qatar,True,A,2,7504,Oman,Syria
2005-12-03,Saudi Arabia,Palestine,2,0,Friendly,Al Rayyan,Qatar,True,H,0,7504,Saudi Arabia,Palestine
2005-12-03,Sudan,Uganda,0,3,CECAFA Cup,Kigali,Rwanda,True,A,2,7504,Sudan,Uganda
2005-12-04,Rwanda,Burundi,2,0,CECAFA Cup,Kigali,Rwanda,False,H,0,7503,Rwanda,Burundi
2005-12-04,Bahrain,Syria,2,2,Friendly,Doha,Qatar,True,D,1,7503,Bahrain,Syria
2005-12-04,Eritrea,Tanzania,0,1,CECAFA Cup,Kigali,Rwanda,True,A,2,7503,Eritrea,Tanzania
2005-12-05,Djibouti,Sudan,0,4,CECAFA Cup,Kigali,Rwanda,True,A,2,7502,Djibouti,Sudan
2005-12-05,Ethiopia,Somalia,3,1,CECAFA Cup,Kigali,Rwanda,True,H,0,7502,Ethiopia,Somalia
2005-12-05,Iraq,Saudi Arabia,5,1,Friendly,Al Rayyan,Qatar,True,H,0,7502,Iraq,Saudi Arabia
2005-12-06,Bahrain,Oman,2,2,Friendly,Doha,Qatar,True,D,1,7501,Bahrain,Oman
2005-12-06,Rwanda,Tanzania,3,1,CECAFA Cup,Kigali,Rwanda,False,H,0,7501,Rwanda,Tanzania
2005-12-07,Maldives,Afghanistan,9,1,SAFF Cup,Karachi,Pakistan,True,H,0,7500,Maldives,Afghanistan
2005-12-07,Pakistan,Sri Lanka,1,0,SAFF Cup,Karachi,Pakistan,False,H,0,7500,Pakistan,Sri Lanka
2005-12-08,Zanzibar,Ethiopia,0,4,CECAFA Cup,Kigali,Rwanda,True,A,2,7499,Zanzibar,Ethiopia
2005-12-08,Rwanda,Uganda,1,0,CECAFA Cup,Kigali,Rwanda,False,H,0,7499,Rwanda,Uganda
2005-12-08,India,Nepal,2,1,SAFF Cup,Karachi,Pakistan,True,H,0,7499,India,Nepal
2005-12-08,Bangladesh,Bhutan,3,0,SAFF Cup,Karachi,Pakistan,True,H,0,7499,Bangladesh,Bhutan
2005-12-08,Iraq,Saudi Arabia,2,0,Friendly,Doha,Qatar,True,H,0,7499,Iraq,Saudi Arabia
2005-12-09,Maldives,Sri Lanka,2,0,SAFF Cup,Karachi,Pakistan,True,H,0,7498,Maldives,Sri Lanka
2005-12-09,Pakistan,Afghanistan,1,0,SAFF Cup,Karachi,Pakistan,False,H,0,7498,Pakistan,Afghanistan
2005-12-10,Bangladesh,Nepal,2,0,SAFF Cup,Karachi,Pakistan,True,H,0,7497,Bangladesh,Nepal
2005-12-10,India,Bhutan,3,0,SAFF Cup,Karachi,Pakistan,True,H,0,7497,India,Bhutan
2005-12-10,Rwanda,Ethiopia,0,1,CECAFA Cup,Kigali,Rwanda,False,A,2,7497,Rwanda,Ethiopia
2005-12-10,Syria,Iraq,2,2,Friendly,Doha,Qatar,True,D,1,7497,Syria,Iraq
2005-12-10,Zanzibar,Uganda,0,0,CECAFA Cup,Kigali,Rwanda,True,D,1,7497,Zanzibar,Uganda
2005-12-11,Sri Lanka,Afghanistan,1,2,SAFF Cup,Karachi,Pakistan,True,A,2,7496,Sri Lanka,Afghanistan
2005-12-11,DR Congo,Zambia,1,1,Friendly,Lubumbashi,DR Congo,False,D,1,7496,DR Congo,Zambia
2005-12-11,Pakistan,Maldives,0,0,SAFF Cup,Karachi,Pakistan,False,D,1,7496,Pakistan,Maldives
2005-12-12,Bangladesh,India,1,1,SAFF Cup,Karachi,Pakistan,True,D,1,7495,Bangladesh,India
2005-12-12,Nepal,Bhutan,3,1,SAFF Cup,Karachi,Pakistan,True,H,0,7495,Nepal,Bhutan
2005-12-14,Maldives,India,0,1,SAFF Cup,Karachi,Pakistan,True,A,2,7493,Maldives,India
2005-12-14,Mexico,Hungary,2,0,Friendly,Phoenix,United States,True,H,0,7493,Mexico,Hungary
2005-12-14,Pakistan,Bangladesh,0,1,SAFF Cup,Karachi,Pakistan,False,A,2,7493,Pakistan,Bangladesh
2005-12-14,Zambia,DR Congo,4,1,Friendly,Chingola,Zambia,False,H,0,7493,Zambia,DR Congo
2005-12-16,Mauritius,Réunion,1,1,Friendly,Curepipe,Mauritius,False,D,1,7491,Mauritius,Réunion
2005-12-17,Occitania,Monaco,1,2,Friendly,Cap-d'Ail,France,False,A,2,7490,Occitania,Monaco
2005-12-17,Bangladesh,India,0,2,SAFF Cup,Karachi,Pakistan,True,A,2,7490,Bangladesh,India
2005-12-18,Réunion,Mauritius,1,2,Friendly,Saint-Pierre,Réunion,False,A,2,7489,Réunion,Mauritius
2005-12-18,Antigua and Barbuda,Hungary,0,3,Friendly,Miami,United States,True,A,2,7489,Antigua and Barbuda,Hungary
2005-12-22,Bangladesh,Pakistan,0,0,AFC Asian Cup qualification,Dhaka,Bangladesh,False,D,1,7485,Bangladesh,Pakistan
2005-12-24,Thailand,Latvia,1,1,King's Cup,Phang Nga,Thailand,False,D,1,7483,Thailand,Latvia
2005-12-25,Galicia,Uruguay,3,2,Friendly,Santiago de Compostela,Spain,False,H,0,7482,Galicia,Uruguay
2005-12-26,North Korea,Latvia,1,1,King's Cup,Phuket,Thailand,True,D,1,7481,North Korea,Latvia
2005-12-26,Pakistan,Bangladesh,0,1,AFC Asian Cup qualification,Karachi,Pakistan,False,A,2,7481,Pakistan,Bangladesh
2005-12-27,Ecuador,Senegal,1,2,Friendly,Cairo,Egypt,True,A,2,7480,Ecuador,Senegal
2005-12-27,Egypt,Uganda,2,0,Friendly,Cairo,Egypt,False,H,0,7480,Egypt,Uganda
2005-12-28,Catalonia,Paraguay,1,1,Friendly,Barcelona,Spain,False,D,1,7479,Catalonia,Paraguay
2005-12-28,Andalusia,China,4,1,Friendly,Cádiz,Spain,False,H,0,7479,Andalusia,China
2005-12-28,Thailand,North Korea,0,2,King's Cup,Phuket,Thailand,False,A,2,7479,Thailand,North Korea
2005-12-28,Basque Country,Cameroon,0,1,Friendly,Bilbao,Spain,False,A,2,7479,Basque Country,Cameroon
2005-12-29,Ecuador,Uganda,1,2,Friendly,Cairo,Egypt,True,A,2,7478,Ecuador,Uganda
2005-12-29,Egypt,Senegal,4,2,Friendly,Cairo,Egypt,False,H,0,7478,Egypt,Senegal
2005-12-30,Latvia,North Korea,2,1,King's Cup,Phuket,Thailand,True,H,0,7477,Latvia,North Korea
2006-01-02,Qatar,Libya,2,0,Friendly,Doha,Qatar,False,H,0,7474,Qatar,Libya
2006-01-05,Egypt,Zimbabwe,2,0,Friendly,Alexandria,Egypt,False,H,0,7471,Egypt,Zimbabwe
2006-01-07,Guinea,Togo,1,0,Friendly,Viry-Châtillon,France,True,H,0,7469,Guinea,Togo
2006-01-09,Morocco,DR Congo,3,0,Friendly,Rabat,Morocco,False,H,0,7467,Morocco,DR Congo
2006-01-11,Ghana,Togo,0,1,Friendly,Monastir,Tunisia,True,A,2,7465,Ghana,Togo
2006-01-12,Tunisia,Libya,1,0,Friendly,Tunis,Tunisia,False,H,0,7464,Tunisia,Libya
2006-01-14,Senegal,DR Congo,0,0,Friendly,Dakar,Senegal,False,D,1,7462,Senegal,DR Congo
2006-01-14,Egypt,South Africa,1,2,Friendly,Cairo,Egypt,False,A,2,7462,Egypt,South Africa
2006-01-14,Morocco,Zimbabwe,1,0,Friendly,Marrakesh,Morocco,False,H,0,7462,Morocco,Zimbabwe
2006-01-15,Tunisia,Ghana,2,0,Friendly,Tunis,Tunisia,False,H,0,7461,Tunisia,Ghana
2006-01-17,Ivory Coast,Jordan,2,0,Friendly,Abu Dhabi,United Arab Emirates,True,H,0,7459,Ivory Coast,Jordan
2006-01-17,Morocco,Angola,2,2,Friendly,Marrakesh,Morocco,False,D,1,7459,Morocco,Angola
2006-01-18,Saudi Arabia,Sweden,1,1,Friendly,Riyadh,Saudi Arabia,False,D,1,7458,Saudi Arabia,Sweden
2006-01-18,United Arab Emirates,South Korea,1,0,Friendly,Dubai,United Arab Emirates,False,H,0,7458,United Arab Emirates,South Korea
2006-01-20,Egypt,Libya,3,0,African Cup of Nations,Cairo,Egypt,False,H,0,7456,Egypt,Libya
2006-01-21,Saudi Arabia,Finland,1,1,Friendly,Riyadh,Saudi Arabia,False,D,1,7455,Saudi Arabia,Finland
2006-01-21,Morocco,Ivory Coast,0,1,African Cup of Nations,Cairo,Egypt,True,A,2,7455,Morocco,Ivory Coast
2006-01-21,Togo,DR Congo,0,2,African Cup of Nations,Cairo,Egypt,True,A,2,7455,Togo,DR Congo
2006-01-21,Cameroon,Angola,3,1,African Cup of Nations,Cairo,Egypt,True,H,0,7455,Cameroon,Angola
2006-01-21,Greece,South Korea,1,1,Friendly,Riyadh,Saudi Arabia,True,D,1,7455,Greece,South Korea
2006-01-22,South Africa,Guinea,0,2,African Cup of Nations,Alexandria,Egypt,True,A,2,7454,South Africa,Guinea
2006-01-22,Tunisia,Zambia,4,1,African Cup of Nations,Alexandria,Egypt,True,H,0,7454,Tunisia,Zambia
2006-01-22,United States,Canada,0,0,Friendly,San Diego,United States,False,D,1,7454,United States,Canada
2006-01-23,Jordan,Sweden,0,0,Friendly,Abu Dhabi,United Arab Emirates,True,D,1,7453,Jordan,Sweden
2006-01-23,Nigeria,Ghana,1,0,African Cup of Nations,Port Said,Egypt,True,H,0,7453,Nigeria,Ghana
2006-01-23,Zimbabwe,Senegal,0,2,African Cup of Nations,Port Said,Egypt,True,A,2,7453,Zimbabwe,Senegal
2006-01-24,Egypt,Morocco,0,0,African Cup of Nations,Cairo,Egypt,False,D,1,7452,Egypt,Morocco
2006-01-24,Libya,Ivory Coast,1,2,African Cup of Nations,Cairo,Egypt,True,A,2,7452,Libya,Ivory Coast
2006-01-25,Mexico,Norway,2,1,Friendly,San Francisco,United States,True,H,0,7451,Mexico,Norway
2006-01-25,Saudi Arabia,Greece,1,1,Friendly,Riyadh,Saudi Arabia,False,D,1,7451,Saudi Arabia,Greece
2006-01-25,Finland,South Korea,0,1,Friendly,Riyadh,Saudi Arabia,True,A,2,7451,Finland,South Korea
2006-01-25,Ecuador,Honduras,1,0,Friendly,Guayaquil,Ecuador,False,H,0,7451,Ecuador,Honduras
2006-01-25,Cameroon,Togo,2,0,African Cup of Nations,Cairo,Egypt,True,H,0,7451,Cameroon,Togo
2006-01-25,Angola,DR Congo,0,0,African Cup of Nations,Cairo,Egypt,True,D,1,7451,Angola,DR Congo
2006-01-26,Tunisia,South Africa,2,0,African Cup of Nations,Alexandria,Egypt,True,H,0,7450,Tunisia,South Africa
2006-01-26,Zambia,Guinea,1,2,African Cup of Nations,Alexandria,Egypt,True,A,2,7450,Zambia,Guinea
2006-01-27,Ghana,Senegal,1,0,African Cup of Nations,Port Said,Egypt,True,H,0,7449,Ghana,Senegal
2006-01-27,Nigeria,Zimbabwe,2,0,African Cup of Nations,Port Said,Egypt,True,H,0,7449,Nigeria,Zimbabwe
2006-01-27,Northern Cyprus,Kyrgyzstan,3,2,Friendly,Nicosia,Northern Cyprus,False,H,0,7449,Northern Cyprus,Kyrgyzstan
2006-01-27,Saudi Arabia,Lebanon,1,2,Friendly,Riyadh,Saudi Arabia,False,A,2,7449,Saudi Arabia,Lebanon
2006-01-28,Egypt,Ivory Coast,3,1,African Cup of Nations,Cairo,Egypt,False,H,0,7448,Egypt,Ivory Coast
2006-01-28,Libya,Morocco,0,0,African Cup of Nations,Cairo,Egypt,True,D,1,7448,Libya,Morocco
2006-01-29,United States,Norway,5,0,Friendly,Carson,United States,False,H,0,7447,United States,Norway
2006-01-29,South Korea,Croatia,2,0,Lunar New Year Cup,So Kon Po,Hong Kong,True,H,0,7447,South Korea,Croatia
2006-01-29,Angola,Togo,3,2,African Cup of Nations,Cairo,Egypt,True,H,0,7447,Angola,Togo
2006-01-29,Cameroon,DR Congo,2,0,African Cup of Nations,Cairo,Egypt,True,H,0,7447,Cameroon,DR Congo
2006-01-30,Bahrain,Syria,1,1,Friendly,Manama,Bahrain,False,D,1,7446,Bahrain,Syria
2006-01-30,Tunisia,Guinea,0,3,African Cup of Nations,Alexandria,Egypt,True,A,2,7446,Tunisia,Guinea
2006-01-30,Zambia,South Africa,1,0,African Cup of Nations,Alexandria,Egypt,True,H,0,7446,Zambia,South Africa
2006-01-31,Ghana,Zimbabwe,1,2,African Cup of Nations,Ismailia,Egypt,True,A,2,7445,Ghana,Zimbabwe
2006-01-31,Nigeria,Senegal,2,1,African Cup of Nations,Port Said,Egypt,True,H,0,7445,Nigeria,Senegal
2006-02-01,Hong Kong,Croatia,0,4,Lunar New Year Cup,So Kon Po,Hong Kong,False,A,2,7444,Hong Kong,Croatia
2006-02-01,Thailand,Jordan,0,0,Friendly,Ayutthaya,Thailand,False,D,1,7444,Thailand,Jordan
2006-02-03,Guinea,Senegal,2,3,African Cup of Nations,Alexandria,Egypt,True,A,2,7442,Guinea,Senegal
2006-02-03,Egypt,DR Congo,4,1,African Cup of Nations,Cairo,Egypt,False,H,0,7442,Egypt,DR Congo
2006-02-04,Cameroon,Ivory Coast,1,1,African Cup of Nations,Cairo,Egypt,True,D,1,7441,Cameroon,Ivory Coast
2006-02-04,Nigeria,Tunisia,1,1,African Cup of Nations,Port Said,Egypt,True,D,1,7441,Nigeria,Tunisia
2006-02-06,Oman,Singapore,1,0,Friendly,Doha,Qatar,True,H,0,7439,Oman,Singapore
2006-02-07,Egypt,Senegal,2,1,African Cup of Nations,Cairo,Egypt,False,H,0,7438,Egypt,Senegal
2006-02-07,Kuwait,Jordan,2,1,Friendly,Kuwait City,Kuwait,False,H,0,7438,Kuwait,Jordan
2006-02-07,Nigeria,Ivory Coast,0,1,African Cup of Nations,Alexandria,Egypt,True,A,2,7438,Nigeria,Ivory Coast
2006-02-07,Syria,Palestine,3,0,Friendly,Aleppo,Syria,False,H,0,7438,Syria,Palestine
2006-02-09,Senegal,Nigeria,0,1,African Cup of Nations,Cairo,Egypt,True,A,2,7436,Senegal,Nigeria
2006-02-10,Egypt,Ivory Coast,0,0,African Cup of Nations,Cairo,Egypt,False,D,1,7435,Egypt,Ivory Coast
2006-02-10,United States,Japan,3,2,Friendly,San Francisco,United States,False,H,0,7435,United States,Japan
2006-02-11,Costa Rica,South Korea,1,0,Friendly,Oakland,United States,True,H,0,7434,Costa Rica,South Korea
2006-02-12,China,Honduras,0,1,Friendly,Guangzhou,China,False,A,2,7433,China,Honduras
2006-02-13,Oman,Iraq,1,0,Friendly,Muscat,Oman,False,H,0,7432,Oman,Iraq
2006-02-14,Jordan,Kazakhstan,2,0,Friendly,Amman,Jordan,False,H,0,7431,Jordan,Kazakhstan
2006-02-14,Qatar,Tajikistan,2,0,Friendly,Doha,Qatar,False,H,0,7431,Qatar,Tajikistan
2006-02-14,Saudi Arabia,Syria,1,1,Friendly,Jeddah,Saudi Arabia,False,D,1,7431,Saudi Arabia,Syria
2006-02-15,Hong Kong,Singapore,1,1,Friendly,Victoria,Hong Kong,False,D,1,7430,Hong Kong,Singapore
2006-02-15,Mexico,South Korea,0,1,Friendly,Los Angeles,United States,True,A,2,7430,Mexico,South Korea
2006-02-16,Bahrain,Palestine,0,2,Friendly,Muharraq,Bahrain,False,A,2,7429,Bahrain,Palestine
2006-02-16,Thailand,Iraq,4,3,Friendly,Ayutthaya,Thailand,False,H,0,7429,Thailand,Iraq
2006-02-18,Monaco,Chechnya,13,1,Friendly,Cap-d'Ail,France,True,H,0,7427,Monaco,Chechnya
2006-02-18,Pakistan,Palestine,0,3,Friendly,Muharraq,Bahrain,True,A,2,7427,Pakistan,Palestine
2006-02-18,Hong Kong,India,2,2,Friendly,Victoria,Hong Kong,False,D,1,7427,Hong Kong,India
2006-02-18,Japan,Finland,2,0,Friendly,Fukuroi,Japan,False,H,0,7427,Japan,Finland
2006-02-19,New Zealand,Malaysia,1,0,Friendly,Christchurch,New Zealand,False,H,0,7426,New Zealand,Malaysia
2006-02-19,United States,Guatemala,4,0,Friendly,Frisco,United States,False,H,0,7426,United States,Guatemala
2006-02-22,Lebanon,Kuwait,1,1,AFC Asian Cup qualification,Beirut,Lebanon,False,D,1,7423,Lebanon,Kuwait
2006-02-22,Yemen,Saudi Arabia,0,4,AFC Asian Cup qualification,Sana'a,Yemen,False,A,2,7423,Yemen,Saudi Arabia
2006-02-22,Uzbekistan,Bangladesh,5,0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,H,0,7423,Uzbekistan,Bangladesh
2006-02-22,United Arab Emirates,Oman,1,0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False,H,0,7423,United Arab Emirates,Oman
2006-02-22,Syria,South Korea,1,2,AFC Asian Cup qualification,Aleppo,Syria,False,A,2,7423,Syria,South Korea
2006-02-22,Singapore,Iraq,2,0,AFC Asian Cup qualification,Singapore,Singapore,False,H,0,7423,Singapore,Iraq
2006-02-22,Jordan,Pakistan,3,0,AFC Asian Cup qualification,Amman,Jordan,False,H,0,7423,Jordan,Pakistan
2006-02-22,Japan,India,6,0,AFC Asian Cup qualification,Yokohama,Japan,False,H,0,7423,Japan,India
2006-02-22,Iran,Taiwan,4,0,AFC Asian Cup qualification,Tehran,Iran,False,H,0,7423,Iran,Taiwan
2006-02-22,Hong Kong,Qatar,0,3,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,A,2,7423,Hong Kong,Qatar
2006-02-22,China,Palestine,2,0,AFC Asian Cup qualification,Guangzhou,China,False,H,0,7423,China,Palestine
2006-02-22,Bahrain,Australia,1,3,AFC Asian Cup qualification,Riffa,Bahrain,False,A,2,7423,Bahrain,Australia
2006-02-23,New Zealand,Malaysia,2,1,Friendly,North Shore,New Zealand,False,H,0,7422,New Zealand,Malaysia
2006-02-24,Guyana,Antigua and Barbuda,2,1,Friendly,Linden,Guyana,False,H,0,7421,Guyana,Antigua and Barbuda
2006-02-24,Kazakhstan,North Korea,0,0,Friendly,Larnaca,Cyprus,True,D,1,7421,Kazakhstan,North Korea
2006-02-25,Saint Kitts and Nevis,Saint Martin,6,1,Friendly,Basseterre,Saint Kitts and Nevis,False,H,0,7420,Saint Kitts and Nevis,Saint Martin
2006-02-26,Guyana,Antigua and Barbuda,4,1,Friendly,Georgetown,Guyana,False,H,0,7419,Guyana,Antigua and Barbuda
2006-02-28,Iceland,Trinidad and Tobago,0,2,Friendly,London,England,True,A,2,7417,Iceland,Trinidad and Tobago
2006-02-28,Romania,Armenia,2,0,Cyprus International Tournament,Nicosia,Cyprus,True,H,0,7417,Romania,Armenia
2006-02-28,Finland,Kazakhstan,0,0,Cyprus International Tournament,Larnaca,Cyprus,True,D,1,7417,Finland,Kazakhstan
2006-02-28,Greece,Belarus,1,0,Cyprus International Tournament,Limassol,Cyprus,True,H,0,7417,Greece,Belarus
2006-02-28,Bosnia and Herzegovina,Japan,2,2,Friendly,Dortmund,Germany,True,D,1,7417,Bosnia and Herzegovina,Japan
2006-02-28,Algeria,Burkina Faso,0,0,Friendly,Rouen,France,True,D,1,7417,Algeria,Burkina Faso
2006-02-28,Cyprus,Slovenia,0,1,Cyprus International Tournament,Larnaca,Cyprus,False,A,2,7417,Cyprus,Slovenia
2006-02-28,Azerbaijan,Ukraine,0,0,Friendly,Baku,Azerbaijan,False,D,1,7417,Azerbaijan,Ukraine
2006-03-01,Netherlands,Ecuador,1,0,Friendly,Amsterdam,Netherlands,False,H,0,7416,Netherlands,Ecuador
2006-03-01,Northern Ireland,Estonia,1,0,Friendly,Belfast,Northern Ireland,False,H,0,7416,Northern Ireland,Estonia
2006-03-01,Oman,Jordan,3,0,AFC Asian Cup qualification,Muscat,Oman,False,H,0,7416,Oman,Jordan
2006-03-01,Pakistan,United Arab Emirates,1,4,AFC Asian Cup qualification,Karachi,Pakistan,False,A,2,7416,Pakistan,United Arab Emirates
2006-03-01,Palestine,Singapore,1,0,AFC Asian Cup qualification,Amman,Jordan,True,H,0,7416,Palestine,Singapore
2006-03-01,Poland,United States,0,1,Friendly,Kaiserslautern,Germany,True,A,2,7416,Poland,United States
2006-03-01,Qatar,Uzbekistan,2,1,AFC Asian Cup qualification,Doha,Qatar,False,H,0,7416,Qatar,Uzbekistan
2006-03-01,Russia,Brazil,0,1,Friendly,Moscow,Russia,False,A,2,7416,Russia,Brazil
2006-03-01,Saudi Arabia,Portugal,0,3,Friendly,Düsseldorf,Germany,True,A,2,7416,Saudi Arabia,Portugal
2006-03-01,Senegal,Norway,2,1,Friendly,Dakar,Senegal,False,H,0,7416,Senegal,Norway
2006-03-01,Slovenia,Romania,0,2,Cyprus International Tournament,Larnaca,Cyprus,True,A,2,7416,Slovenia,Romania
2006-03-01,Spain,Ivory Coast,3,2,Friendly,Valladolid,Spain,False,H,0,7416,Spain,Ivory Coast
2006-03-01,Tunisia,Serbia,0,1,Friendly,Radès,Tunisia,False,A,2,7416,Tunisia,Serbia
2006-03-01,Turkey,Czech Republic,2,2,Friendly,İzmir,Turkey,False,D,1,7416,Turkey,Czech Republic
2006-03-01,Venezuela,Colombia,1,1,Friendly,Maracaibo,Venezuela,False,D,1,7416,Venezuela,Colombia
2006-03-01,Wales,Paraguay,0,0,Friendly,Cardiff,Wales,False,D,1,7416,Wales,Paraguay
2006-03-01,Scotland,Switzerland,1,3,Friendly,Glasgow,Scotland,False,A,2,7416,Scotland,Switzerland
2006-03-01,Malta,Georgia,0,2,Malta International Tournament,Attard,Malta,False,A,2,7416,Malta,Georgia
2006-03-01,Mexico,Ghana,1,0,Friendly,Frisco,United States,True,H,0,7416,Mexico,Ghana
2006-03-01,Luxembourg,Belgium,0,2,Friendly,Luxembourg,Luxembourg,False,A,2,7416,Luxembourg,Belgium
2006-03-01,Albania,Lithuania,1,2,Friendly,Tirana,Albania,False,A,2,7416,Albania,Lithuania
2006-03-01,Argentina,Croatia,2,3,Friendly,Basel,Switzerland,True,A,2,7416,Argentina,Croatia
2006-03-01,Austria,Canada,0,2,Friendly,Vienna,Austria,False,A,2,7416,Austria,Canada
2006-03-01,Bangladesh,Hong Kong,0,1,AFC Asian Cup qualification,Dhaka,Bangladesh,False,A,2,7416,Bangladesh,Hong Kong
2006-03-01,Cyprus,Armenia,2,0,Cyprus International Tournament,Limassol,Cyprus,False,H,0,7416,Cyprus,Armenia
2006-03-01,England,Uruguay,2,1,Friendly,Liverpool,England,False,H,0,7416,England,Uruguay
2006-03-01,North Macedonia,Bulgaria,0,1,Friendly,Skopje,North Macedonia,False,A,2,7416,North Macedonia,Bulgaria
2006-03-01,France,Slovakia,1,2,Friendly,Saint-Denis,France,False,A,2,7416,France,Slovakia
2006-03-01,India,Yemen,0,3,AFC Asian Cup qualification,New Delhi,India,False,A,2,7416,India,Yemen
2006-03-01,Finland,Belarus,2,2,Cyprus International Tournament,Paphos,Cyprus,True,D,1,7416,Finland,Belarus
2006-03-01,Iraq,China,2,1,AFC Asian Cup qualification,Al Ain,United Arab Emirates,True,H,0,7416,Iraq,China
2006-03-01,Republic of Ireland,Sweden,3,0,Friendly,Dublin,Republic of Ireland,False,H,0,7416,Republic of Ireland,Sweden
2006-03-01,Israel,Denmark,0,2,Friendly,Ramat Gan,Israel,False,A,2,7416,Israel,Denmark
2006-03-01,Italy,Germany,4,1,Friendly,Florence,Italy,False,H,0,7416,Italy,Germany
2006-03-01,Kazakhstan,Greece,0,2,Cyprus International Tournament,Nicosia,Cyprus,True,A,2,7416,Kazakhstan,Greece
2006-03-01,South Korea,Angola,1,0,Friendly,Seoul,South Korea,False,H,0,7416,South Korea,Angola
